customer_id,signup_date,last_active,country,subscription_tier,monthly_spend,support_tickets,churn,source
2d0c2592-3c91-4388-bff5-99fee5dbc467,2024-02-22,2024-10-13,San Marino,Free,45.89,5,0,synthetic_saas
0428de44-be78-4040-8fbf-b464ce31d1be,2023-09-09,2024-10-15,United States Minor Outlying Islands,Pro,52.1,3,0,synthetic_saas
fdc7d42a-ba92-4f75-93c2-5cf85778bc25,2024-01-11,2024-05-02,Bolivia,Free,31.44,8,0,synthetic_saas
798f2b87-b010-4dfc-8b5d-4430a1edad1c,2024-04-01,2024-06-27,Saint Pierre and Miquelon,Basic,168.04,1,1,synthetic_saas
515638df-a56d-45b7-88f8-d866a875008c,2023-10-06,2025-01-05,Libyan Arab Jamahiriya,Pro,61.05,9,0,synthetic_saas
c6da546d-f40a-4870-a8b9-3f42ff8efd82,2023-08-07,2024-12-31,Christmas Island,Enterprise,165.01,8,0,synthetic_saas
ad3f346a-8151-4082-a4eb-e6ce225a97d6,2023-08-11,2024-07-10,Marshall Islands,Basic,138.25,7,0,synthetic_saas
291a9111-f582-4def-a7e7-59091f544f7d,2023-06-16,2024-12-23,Saint Pierre and Miquelon,Enterprise,173.09,1,0,synthetic_saas
25562c6b-ee6e-497a-96aa-a53a9846371d,2023-04-22,2024-08-24,Seychelles,Basic,57.01,6,1,synthetic_saas
867804af-16d3-47b3-a470-7c8bd475ce9c,2023-10-17,2024-07-14,Sao Tome and Principe,Enterprise,169.91,10,1,synthetic_saas
bba55b71-78fb-405a-a0ca-8f0d47b629bb,2023-07-31,2024-04-19,Saint Vincent and the Grenadines,Free,94.85,6,0,synthetic_saas
5976580d-a227-4c41-a50b-72b2dca75e1b,2023-08-31,2025-02-21,Denmark,Enterprise,7.58,7,0,synthetic_saas
34d93a1a-f01a-4d78-9a3d-d6f65e11f354,2023-09-27,2024-11-14,Morocco,Pro,38.5,3,0,synthetic_saas
1913246d-01af-4f0a-bddb-7bd13d4a6d93,2023-11-22,2024-09-23,Congo,Enterprise,127.09,7,0,synthetic_saas
1aa6c714-720f-40ae-b252-48ec25d3da32,2024-01-08,2024-09-03,Cyprus,Enterprise,39.32,0,0,synthetic_saas
4a9e89b3-a325-4701-a91a-c676481ea2a0,2023-08-09,2024-05-07,Cocos (Keeling) Islands,Basic,172.04,8,0,synthetic_saas
19e2e53c-95b9-436e-8f54-daeb55a00d4a,2023-11-17,2024-12-12,Swaziland,Free,12.65,9,0,synthetic_saas
f9e803dc-c724-4bac-93e4-fb01da573db6,2023-06-21,2024-07-04,Senegal,Enterprise,42.77,4,1,synthetic_saas
2ba635a8-8cdf-4b07-93ca-7679a3ab7c3e,2024-03-18,2024-06-25,San Marino,Pro,22.38,7,0,synthetic_saas
b484f91a-458c-4848-a7e6-e2d94c4fc13a,2023-08-21,2024-07-26,Lithuania,Pro,126.98,7,0,synthetic_saas
aba89c09-41a7-4106-8a61-175a274f0946,2023-10-14,2025-03-09,Saudi Arabia,Enterprise,71.66,3,0,synthetic_saas
f49e19dd-ea07-4d13-9a7a-84a259c0108a,2023-10-18,2024-07-11,Brazil,Free,24.42,2,1,synthetic_saas
1b7d9d3c-d9cd-4840-9eb1-1d3fd046f0a0,2023-12-22,2025-02-24,Latvia,Basic,155.44,9,0,synthetic_saas
a38885b5-5664-4bdf-9153-19b94d90d812,2023-10-02,2024-08-06,Antarctica (the territory South of 60 deg S),Free,131.91,9,0,synthetic_saas
71c08f1d-4514-4871-ad70-e2a88d50fa60,2023-11-19,2024-09-23,Bahamas,Enterprise,5.67,3,1,synthetic_saas
6362c76e-2429-438a-a7d7-2fd6b7cd3e41,2023-09-28,2024-11-17,Mali,Basic,50.87,7,0,synthetic_saas
4e91e064-7195-4bd3-b017-31ff33e5ac82,2023-12-25,2025-01-24,Congo,Free,124.6,8,1,synthetic_saas
39ead7ca-522b-42f6-acc4-8b5cddab3706,2024-04-04,2024-09-24,Guadeloupe,Free,125.6,5,0,synthetic_saas
f6062feb-c707-4ed5-a2ef-9cfaeb754048,2024-03-01,2025-01-20,Morocco,Free,91.8,8,1,synthetic_saas
b003636e-3c6b-4ce4-b759-b6a54f34a4da,2023-05-09,2024-04-29,Serbia,Free,61.44,5,0,synthetic_saas
b508d2ab-3d9b-42a7-94ff-cb414e4d2b21,2023-09-04,2024-06-22,Malawi,Pro,74.17,6,0,synthetic_saas
1c3d354b-9ace-4646-8717-abf173f8bf16,2023-10-18,2024-09-18,Brunei Darussalam,Free,69.31,0,0,synthetic_saas
70f42916-6430-4f91-a724-8051c2ae8842,2023-12-07,2024-10-28,Cambodia,Enterprise,135.65,10,1,synthetic_saas
5f221aa7-8fbf-4dbc-a804-33c5c0efe406,2023-06-01,2024-09-15,Vanuatu,Enterprise,40.97,0,0,synthetic_saas
e6c97b93-c8a0-4e54-a92b-fcfda6ac5a6b,2023-09-11,2024-04-27,Tuvalu,Enterprise,44.46,7,1,synthetic_saas
9d2abb9c-45c4-43ec-ac78-7eb975e0e8c2,2024-01-31,2024-08-28,Seychelles,Free,4.23,2,0,synthetic_saas
670d3161-8d78-4304-8d2c-7ecfad9fe38e,2023-05-02,2025-01-05,Ghana,Enterprise,10.83,1,0,synthetic_saas
6999b500-4cb5-474d-ac29-70ad40ffc7be,2023-09-14,2024-08-07,Kiribati,Free,91.08,0,0,synthetic_saas
d753648a-0a49-4b76-b3ec-1caacb10ef48,2023-09-20,2025-03-05,Liechtenstein,Pro,97.32,1,0,synthetic_saas
fa1c0423-20b8-4d92-bb70-b337e306c441,2023-06-28,2024-12-07,Panama,Enterprise,33.33,1,0,synthetic_saas
00ed9d56-7990-4041-9cb9-d6d50b6fd4b4,2023-07-30,2024-07-10,Morocco,Basic,185.98,5,0,synthetic_saas
38052f24-7ba0-4aed-8055-40046db1adc0,2024-02-17,2024-11-30,Tonga,Basic,136.45,0,0,synthetic_saas
7fe21c54-ed3b-4540-afbd-589f870f3a03,2023-08-11,2024-11-25,New Zealand,Enterprise,106.84,4,0,synthetic_saas
bff96c6e-4e66-40c4-9867-02e8852ce8d2,2024-01-28,2025-02-13,Somalia,Pro,180.58,7,1,synthetic_saas
efe0cb31-afb0-43ac-818b-ae74bcb23d90,2024-01-15,2024-07-07,Cameroon,Enterprise,14.62,5,0,synthetic_saas
07ce4d8d-73ed-4d05-8a3c-9953cf7c0d44,2023-09-19,2024-11-13,Serbia,Free,168.63,1,0,synthetic_saas
427181a7-6f03-409b-98cf-44bf8c634832,2023-05-31,2024-07-08,Tokelau,Pro,161.5,10,0,synthetic_saas
a42b060e-2905-48f8-8333-9bdb455a86b8,2023-07-11,2024-11-04,Marshall Islands,Pro,40.2,7,0,synthetic_saas
6bf0ff42-f2c6-4d68-a3df-435a0d230920,2023-06-17,2024-05-10,San Marino,Basic,47.44,1,0,synthetic_saas
05c72098-b6c6-45fc-8211-ee66688eb2e9,2023-08-20,2024-09-03,Panama,Free,127.77,3,0,synthetic_saas
73be8ae6-a37b-4707-b13a-19e48bf6754e,2023-04-25,2024-12-19,Afghanistan,Enterprise,94.93,7,0,synthetic_saas
1db91748-63c4-43a4-a2e1-7abcf4ed7872,2023-04-06,2024-08-22,Sri Lanka,Enterprise,134.92,6,0,synthetic_saas
a89f352d-5bca-45e8-b859-bce620b619ff,2023-04-14,2025-03-29,Taiwan,Enterprise,167.65,0,0,synthetic_saas
602aaece-855a-453b-9509-ca88a7edc867,2024-03-19,2024-04-17,Barbados,Basic,130.47,1,0,synthetic_saas
9f1beb8b-7db4-42ee-ad4f-d85a883afbb5,2023-08-18,2024-09-07,Norfolk Island,Basic,162.31,6,0,synthetic_saas
907d9177-9024-4d38-a1cf-d156cbd3d720,2023-09-28,2024-11-18,Hungary,Enterprise,174.44,0,0,synthetic_saas
ff186f7f-7ed6-43e6-838c-da45e4867cf5,2023-04-24,2024-10-30,Russian Federation,Enterprise,69.34,7,0,synthetic_saas
a7fadd13-1898-41ae-a40b-d27594938837,2023-05-06,2024-09-28,Greenland,Basic,166.62,1,0,synthetic_saas
835b0400-159e-4b2d-96f2-4f1512e2a3f1,2024-01-13,2024-07-13,Taiwan,Basic,162.14,5,1,synthetic_saas
b33839f4-21c5-4e60-803e-9df5f84b8fb9,2023-09-27,2025-03-02,Holy See (Vatican City State),Enterprise,89.3,1,0,synthetic_saas
1af1aa07-e5a4-42b5-8c97-71eb6fef8397,2023-04-16,2024-12-11,Austria,Enterprise,85.68,8,0,synthetic_saas
f0fffea1-c22f-4466-a154-925c5f972fa4,2024-02-09,2024-06-24,Senegal,Free,60.85,4,0,synthetic_saas
e181fac5-a0dd-4576-baf4-b690901cdda0,2024-03-26,2024-09-04,Burundi,Pro,176.9,1,0,synthetic_saas
41effcac-2edb-41ba-b814-6cea7ed8142f,2023-09-30,2024-12-14,Taiwan,Basic,106.85,3,0,synthetic_saas
34711fea-4a23-42e3-af89-de5b65d502a7,2023-06-24,2025-02-04,Barbados,Basic,75.47,10,0,synthetic_saas
2826f37c-25e8-42cc-a194-37a173885782,2023-11-11,2024-08-15,Saudi Arabia,Enterprise,95.21,0,0,synthetic_saas
138b01ba-e919-4f2d-9667-62fa0835816f,2023-05-26,2024-12-03,Malta,Enterprise,120.37,2,1,synthetic_saas
1c1420c9-5a40-4fcb-ad52-6de24e567ed2,2023-05-31,2024-04-22,North Macedonia,Enterprise,151.34,4,0,synthetic_saas
585fca86-18a7-48ed-a417-e1bd4d0ed834,2023-05-16,2024-04-23,Gabon,Basic,4.45,0,0,synthetic_saas
d78f8bc2-93e8-4dba-9a30-d7f16dcfa701,2023-12-12,2024-07-20,Guernsey,Basic,104.82,0,0,synthetic_saas
f3150655-cfc0-4f0a-9663-b806dad4bccc,2023-09-29,2025-03-04,United States Virgin Islands,Enterprise,38.31,2,0,synthetic_saas
48910d5b-2d12-4560-a118-77684ae81db9,2023-08-14,2024-06-06,Puerto Rico,Free,114.78,7,0,synthetic_saas
0ee40483-58e4-423b-86a8-7b086312e0d0,2024-03-15,2024-07-08,Tonga,Enterprise,167.15,10,0,synthetic_saas
761bab78-2d00-4915-9af5-772f6d69701e,2023-09-28,2024-06-04,Cape Verde,Free,168.5,2,1,synthetic_saas
4551e23b-dac0-4d99-8ee8-c36139db6d0a,2024-03-08,2024-08-09,Greenland,Enterprise,140.6,8,0,synthetic_saas
71fe0689-c136-4335-9533-c7149cf6e3a5,2024-01-04,2024-11-26,Cocos (Keeling) Islands,Enterprise,62.77,10,1,synthetic_saas
dbdca553-27dc-41f6-9d9b-4d0991cd78bd,2023-09-02,2024-11-08,Gabon,Basic,6.82,9,1,synthetic_saas
67f729cf-94e1-4de7-a8a8-328cf28e8908,2023-08-03,2024-08-08,Jamaica,Pro,56.22,4,0,synthetic_saas
b62bc0c4-64c1-4cc5-ac21-ba1a664d60cc,2023-07-21,2025-01-03,Liberia,Pro,97.74,5,0,synthetic_saas
34367972-4af3-46ba-a9c1-bfe6a22ef007,2024-03-04,2024-06-03,Antarctica (the territory South of 60 deg S),Free,71.55,9,0,synthetic_saas
ab7508e7-cdc2-4875-a195-37db4cf1383e,2024-01-16,2024-06-11,Tanzania,Pro,93.76,9,0,synthetic_saas
bc17b2a9-738d-4ef8-842e-433c824d5aa8,2023-07-23,2025-01-09,Netherlands Antilles,Free,19.69,0,0,synthetic_saas
2f18e9c3-df2c-4a07-b616-36164ca62856,2023-12-06,2024-08-15,Liberia,Pro,40.83,4,0,synthetic_saas
7c758e9a-5279-4b4f-bcfb-e84d31b14aed,2024-04-02,2024-06-06,Saint Vincent and the Grenadines,Free,79.82,7,1,synthetic_saas
d055ff12-13da-4b5b-9b64-83b32bc3728a,2023-06-24,2024-06-28,Heard Island and McDonald Islands,Basic,137.47,4,0,synthetic_saas
845100f5-74ca-458d-bd3c-5d2a726f643f,2024-02-27,2025-01-07,Martinique,Enterprise,10.52,8,0,synthetic_saas
d1ea1aee-cf27-449a-8ff8-e65b5b40278c,2024-03-08,2024-08-20,Spain,Enterprise,70.29,1,0,synthetic_saas
841d61d2-832f-49e2-90e6-9b6084380501,2024-04-04,2024-09-30,Armenia,Basic,39.93,10,0,synthetic_saas
7b7ca7f0-19d0-4712-a4fd-635d70ccc03c,2024-02-13,2024-11-19,Cayman Islands,Free,38.06,2,0,synthetic_saas
43700010-a56c-467e-9418-c810473f7611,2023-08-30,2024-07-28,Cook Islands,Enterprise,126.91,4,1,synthetic_saas
5698f3d5-d407-4209-90c4-3696a52e7ccb,2024-03-03,2025-01-09,Western Sahara,Basic,94.82,10,0,synthetic_saas
d0dd1c29-a9f3-440e-bdbb-9964ded21280,2023-05-04,2024-06-05,Bolivia,Free,131.38,8,0,synthetic_saas
60599d61-5ad9-4b8e-8f6d-3c499560bba9,2023-05-28,2024-12-28,Cameroon,Enterprise,158.91,2,0,synthetic_saas
b7c3a328-31ca-41bd-8b7f-eeaaea30baae,2024-02-25,2024-12-11,Burkina Faso,Enterprise,84.96,8,0,synthetic_saas
c997d066-5164-4e03-b346-135c09662b14,2023-06-21,2024-05-03,Japan,Free,46.1,1,0,synthetic_saas
08eb6b1c-2d5a-44b4-9026-82d57d4f43d4,2023-08-22,2024-04-05,Rwanda,Enterprise,84.04,9,0,synthetic_saas
d082f398-fba8-47a0-8534-21247dbcb6b7,2024-01-17,2024-09-26,Germany,Basic,167.73,7,0,synthetic_saas
dff5e6af-aade-48a7-99d2-de8d5eb07094,2024-01-28,2024-12-25,Kenya,Basic,81.76,7,0,synthetic_saas
0a8947d3-9794-4e8f-bc3c-c168216bd79d,2023-12-21,2024-06-28,Djibouti,Free,193.05,2,0,synthetic_saas
40a5d9f2-654f-48be-9eee-47986ee99c37,2023-11-23,2025-01-10,Belarus,Free,4.45,1,1,synthetic_saas
7666e066-c414-4485-8189-922a9d7b37ed,2023-06-16,2024-06-18,Papua New Guinea,Free,148.94,9,0,synthetic_saas
a4ba5374-c579-483a-8d26-14677aca919c,2023-11-29,2024-09-30,Namibia,Free,66.84,4,0,synthetic_saas
9d975b6b-4036-48d3-aec8-23d3b3cce62f,2023-09-24,2024-08-18,North Macedonia,Basic,57.78,9,0,synthetic_saas
4c68cd84-7884-47ce-86ec-db209521d547,2023-06-18,2024-09-27,Papua New Guinea,Pro,32.22,7,0,synthetic_saas
f3758a83-3053-4893-9d5f-df6c11afa2ab,2023-12-02,2024-06-03,Bermuda,Basic,156.72,6,0,synthetic_saas
11d42008-dd6c-4e38-b0d4-296b30e58396,2023-05-02,2024-11-06,El Salvador,Basic,172.43,4,0,synthetic_saas
f9b5d557-8693-4c33-91ab-3f2c9812072a,2023-10-22,2025-01-22,Maldives,Pro,60.8,8,0,synthetic_saas
a811b79a-6bd3-4be3-b254-42381ff228a7,2023-04-11,2025-02-08,Haiti,Basic,55.1,10,0,synthetic_saas
90b54950-0e42-4053-b56e-b813934308b8,2023-08-05,2024-05-08,Haiti,Free,17.38,9,1,synthetic_saas
50fb9e1b-a35d-48cd-913d-68685825987c,2023-06-28,2024-09-20,Saint Lucia,Pro,56.63,5,0,synthetic_saas
5cd62b6c-dd8e-481b-b003-e2bac26e9674,2024-01-05,2025-03-06,Saint Pierre and Miquelon,Basic,107.29,5,0,synthetic_saas
46902aef-cc80-46b5-8714-cff7390a5d92,2023-12-23,2024-05-23,United Kingdom,Pro,35.42,5,1,synthetic_saas
9a5cc870-00d5-4ea8-b0c4-9c589ec46f27,2024-01-13,2024-12-31,Kenya,Basic,58.29,2,0,synthetic_saas
0ed46e82-37d3-432c-90e8-2c8c13c6c80a,2023-09-19,2025-02-03,Sierra Leone,Enterprise,189.29,2,0,synthetic_saas
6297c681-7247-4486-bd89-58cb0c0c6e6d,2023-04-16,2024-10-21,Tajikistan,Basic,72.72,1,0,synthetic_saas
b81a2b49-f15d-4977-9060-72ce4fc9bb64,2024-01-29,2024-05-06,Equatorial Guinea,Pro,45.48,1,1,synthetic_saas
a3fd5a42-92f4-4c3f-8617-41861968e662,2024-02-01,2024-11-05,Cook Islands,Free,110.98,2,1,synthetic_saas
4cc77410-1d41-4e9e-902d-371f8a2279a2,2023-07-25,2024-04-08,Jordan,Pro,95.29,7,0,synthetic_saas
e6075a25-9358-409e-9ebc-6ff6d5f7ec31,2023-07-25,2024-09-12,Nigeria,Free,196.55,10,0,synthetic_saas
776fd0f6-1d3e-4dac-9282-d38525298128,2024-02-24,2025-03-13,Montserrat,Pro,121.93,6,0,synthetic_saas
23d14880-defd-479b-9db7-af70e52949ee,2024-01-08,2024-06-03,Namibia,Basic,35.41,7,0,synthetic_saas
cf00bcc8-0f76-4f7c-9427-750779ee9e88,2023-09-06,2024-05-29,Montenegro,Pro,1.91,7,0,synthetic_saas
365bf79a-524d-4ade-9a45-e3f80aca5438,2023-08-01,2024-06-07,Somalia,Enterprise,168.43,1,0,synthetic_saas
86e0abfb-d185-44de-a388-41c1640a8e5e,2023-07-06,2024-09-01,Trinidad and Tobago,Basic,30.85,0,0,synthetic_saas
4ee4b6a2-c677-4097-9f0c-189d7f5bd9aa,2024-02-29,2025-02-24,Isle of Man,Pro,112.73,5,0,synthetic_saas
5a03f07a-06a5-4326-8beb-7107ed5153f2,2023-10-09,2024-07-24,Netherlands Antilles,Enterprise,164.71,6,0,synthetic_saas
9ecfd9fe-8c79-4417-9448-fa55149480ea,2023-12-17,2024-06-26,Portugal,Free,85.31,8,1,synthetic_saas
aa6bcf24-412a-49ad-bc7c-82fc971e2de0,2024-03-09,2024-05-06,Honduras,Free,199.72,7,0,synthetic_saas
9331e205-881a-4109-96e5-a4c5da29ae69,2024-02-14,2024-09-02,Pakistan,Pro,120.14,9,0,synthetic_saas
ed34afca-a4c3-4ba6-bae5-25bbba882d1c,2023-08-20,2024-10-13,Guadeloupe,Pro,70.08,8,1,synthetic_saas
346ce6b8-5df5-4924-9370-3a12dbf186eb,2023-07-15,2024-04-25,Tokelau,Enterprise,43.98,6,0,synthetic_saas
d6846ef8-6af7-4305-81e6-26b966cf98c3,2023-06-27,2024-08-04,Bangladesh,Pro,138.47,2,0,synthetic_saas
ae131bd4-60a8-496c-b466-bc03b5013c69,2023-11-01,2024-11-25,Gambia,Enterprise,60.26,4,0,synthetic_saas
8368b94d-b5e3-4248-b895-2031531bb959,2023-04-29,2024-06-10,Gibraltar,Pro,0.32,5,0,synthetic_saas
4e0ba384-f092-4fec-bb38-e36762ac07fd,2023-09-09,2024-07-29,Bhutan,Enterprise,92.14,2,0,synthetic_saas
93248fe3-bbb1-4ee4-8db9-d0038c5e1e6d,2023-07-24,2024-06-25,Syrian Arab Republic,Pro,173.73,3,0,synthetic_saas
6593ef1f-9171-4e59-8ac3-4a585d9c34b6,2024-03-30,2025-03-07,Saint Helena,Free,75.96,9,0,synthetic_saas
55df9a4d-c929-40b1-8b15-2bff9f680e60,2024-03-20,2024-11-25,Bahamas,Free,149.62,6,0,synthetic_saas
54e4e05b-359b-4186-8790-97fbe5835c39,2023-11-15,2024-06-29,Greenland,Enterprise,134.27,3,0,synthetic_saas
ef27ccca-e8c5-488b-8e27-6bef7b82a4de,2023-05-24,2024-12-11,Greece,Basic,163.68,9,0,synthetic_saas
80b02b6c-f668-46ae-a66a-2d0dcefb1e3f,2023-12-10,2024-06-22,Mauritius,Free,181.56,6,0,synthetic_saas
2db20623-86d7-4923-b2ad-494088ba5e43,2023-09-03,2025-03-24,United Kingdom,Pro,168.29,7,1,synthetic_saas
43191fd5-d503-4c2f-84a3-f6bcade34974,2023-04-06,2024-06-04,Palestinian Territory,Enterprise,31.17,0,1,synthetic_saas
eb299fca-9ed1-4548-b190-946e7d8a96e9,2024-02-03,2024-11-21,Grenada,Basic,98.22,9,1,synthetic_saas
418fcfbe-acb4-4e91-839b-65303ff1852f,2023-06-09,2024-07-06,Paraguay,Pro,5.01,8,0,synthetic_saas
cd215080-2e6c-409b-9c61-dc27b1250383,2024-02-28,2024-11-02,Paraguay,Free,158.47,1,0,synthetic_saas
2780f098-7475-4c35-84a1-1a8edd85252a,2023-06-30,2025-03-01,Nicaragua,Pro,41.89,10,0,synthetic_saas
fcf2389f-1b30-4078-919c-115fb0096927,2023-05-23,2025-02-12,Myanmar,Basic,55.44,6,0,synthetic_saas
7b2549dd-8399-4276-8346-64ac1c7db793,2023-06-14,2024-10-07,Pitcairn Islands,Free,86.06,8,0,synthetic_saas
224ffa31-d767-489b-8375-a72ab51e6499,2024-03-21,2024-08-19,Ethiopia,Pro,26.89,1,1,synthetic_saas
77e2a30e-0214-4a47-ae63-0bd1a9353f14,2023-05-31,2024-11-14,Macao,Basic,123.95,8,0,synthetic_saas
2a8dca89-88b8-4308-af50-ab133f4bddd0,2023-04-17,2024-06-01,Samoa,Pro,33.19,7,0,synthetic_saas
e06e77c4-0b1f-4789-8ed4-d33b62c6cd1c,2024-01-13,2024-09-16,Congo,Pro,171.63,2,0,synthetic_saas
bf5ef9ba-d671-42a7-866b-6df0bec4adb4,2023-06-08,2024-12-28,Antigua and Barbuda,Pro,135.63,4,0,synthetic_saas
bd42a25d-d96e-4ad0-ab5e-5d7f3e5450fa,2023-11-16,2025-03-15,Northern Mariana Islands,Basic,161.94,8,1,synthetic_saas
401a7b1d-d3c2-450b-9115-442d422819d0,2023-06-04,2024-09-11,Jordan,Free,83.34,6,1,synthetic_saas
bc2d3af9-a96d-4266-b924-8310a5c435e3,2023-07-12,2024-11-05,Portugal,Basic,153.54,5,0,synthetic_saas
ce95ef4b-dc46-4bae-8e99-b5179cfa2666,2023-11-09,2025-03-24,Pitcairn Islands,Basic,151.96,9,0,synthetic_saas
a2dc2de8-d730-41f8-aab6-37999f6a618c,2023-12-22,2025-02-18,San Marino,Pro,42.54,4,0,synthetic_saas
a718ecca-43f7-490f-bb08-6f41372da4b3,2023-07-21,2024-12-20,Bouvet Island (Bouvetoya),Enterprise,47.22,6,1,synthetic_saas
548df268-a2ff-48b7-b909-0d0f0a90b323,2023-07-02,2024-04-28,Slovakia (Slovak Republic),Enterprise,68.05,5,1,synthetic_saas
35cd81e8-9e28-431b-b6d5-33b69b2033b6,2023-07-03,2024-07-22,Cuba,Free,19.18,2,0,synthetic_saas
d9c95d3d-16ab-4892-a7c9-ce80a6c92d6c,2023-10-26,2024-10-10,Cocos (Keeling) Islands,Pro,111.25,1,0,synthetic_saas
139674e5-2c14-4baa-a20c-5e71322754e1,2023-07-02,2024-12-27,Equatorial Guinea,Basic,115.73,2,1,synthetic_saas
4ff4fdab-558a-4c6e-9745-c5d8c16b4ff3,2023-04-14,2024-12-14,Oman,Basic,29.88,2,1,synthetic_saas
78c7fe4e-5262-4874-97aa-38779130ca4e,2023-05-27,2024-10-10,Iran,Basic,15.25,1,0,synthetic_saas
90c1ec95-a7be-446c-b1f8-a103cab43e26,2023-07-16,2025-01-22,Ukraine,Pro,93.92,9,0,synthetic_saas
12521f2a-4a02-4d86-b641-985d683473b0,2023-06-23,2024-04-11,Antigua and Barbuda,Free,185.1,0,0,synthetic_saas
9104b58c-838a-4819-b3c6-300ecc11dfeb,2023-12-15,2024-11-05,Latvia,Free,16.97,7,0,synthetic_saas
4d8f2a61-44ae-4e36-a096-ce137715b429,2024-03-30,2024-07-24,Cambodia,Basic,148.67,3,0,synthetic_saas
00d2a326-15f5-40f3-a84d-b81cd1c298e2,2023-12-13,2024-07-28,Italy,Basic,129.06,0,0,synthetic_saas
0b7a4bc2-169e-4866-8490-e9fd84c18add,2023-04-24,2025-02-24,Anguilla,Free,81.53,7,0,synthetic_saas
e007292a-a5d1-4cd5-ad6e-6226135fbfb5,2023-08-18,2025-03-23,Ukraine,Basic,164.74,7,0,synthetic_saas
580520f5-19b1-4e86-8281-90d3db4ac98e,2023-05-01,2024-05-11,Cuba,Free,163.04,7,0,synthetic_saas
29628067-b65c-4ff4-b226-dd229cbdfa34,2024-01-20,2024-10-28,Maldives,Free,42.57,5,0,synthetic_saas
66390917-3435-497a-bbd5-41d8c2258fff,2023-08-17,2024-07-14,Latvia,Pro,181.74,4,1,synthetic_saas
40c68415-4cee-459f-a0ba-0bc032ea907e,2023-09-15,2024-04-24,Swaziland,Free,24.49,1,0,synthetic_saas
aa8e6eef-4be0-47b4-873b-9c7b3ed90c80,2023-10-21,2025-01-30,Faroe Islands,Free,191.49,4,1,synthetic_saas
4343a056-616f-4162-b6d2-b345261117df,2023-06-18,2024-07-17,Uruguay,Basic,8.48,2,0,synthetic_saas
94a4375e-ea15-415c-8d0d-e6fb04467161,2024-03-23,2024-11-20,Korea,Basic,180.38,3,0,synthetic_saas
b97e6e5e-fb97-4401-a6ba-4025eac663f7,2023-11-26,2024-05-24,France,Pro,165.85,5,0,synthetic_saas
03dcc6e5-f32b-4bae-b69e-9100d6e0a863,2023-10-24,2024-12-13,Sierra Leone,Pro,17.87,10,1,synthetic_saas
5e546b43-1c8e-4430-a1ea-ab08b8f5d480,2024-04-04,2025-01-11,Eritrea,Free,196.04,2,0,synthetic_saas
8221f79c-6815-42b3-b1e0-e2ace59c1e38,2023-08-10,2024-11-04,Malaysia,Enterprise,155.64,8,0,synthetic_saas
99e0b285-c6fa-45a8-b6f0-9dbf44298c5f,2023-08-18,2024-10-24,Ghana,Enterprise,92.13,0,0,synthetic_saas
f5658f0d-c0a0-4819-afca-2271aef434ca,2024-02-08,2024-04-27,Reunion,Enterprise,20.42,1,0,synthetic_saas
f7686093-0b12-490c-8e7a-223ad28f195c,2023-07-16,2024-06-06,Reunion,Pro,174.66,10,0,synthetic_saas
920a45ff-d762-4b7c-9106-0fc790e4acdd,2023-12-14,2024-07-31,Georgia,Pro,157.8,8,0,synthetic_saas
c026fe81-1333-465f-8af7-d790f1499775,2024-03-09,2025-03-07,Tonga,Basic,150.99,9,0,synthetic_saas
d8e17072-2dd4-4e9c-a2ad-ea86816b4d18,2023-10-02,2024-10-04,United States Minor Outlying Islands,Basic,33.21,0,0,synthetic_saas
e0cc4c71-0245-4c4b-98c7-60116e41e549,2023-11-09,2024-05-03,Solomon Islands,Free,41.14,3,1,synthetic_saas
eb8910da-cf5c-4d5f-b160-0c72087d790a,2023-08-14,2024-12-18,Cambodia,Pro,61.86,6,1,synthetic_saas
413b500f-b82e-414a-8167-27806973213e,2023-12-19,2024-06-05,British Indian Ocean Territory (Chagos Archipelago),Pro,144.94,4,0,synthetic_saas
87446d62-46d0-4b54-919e-e4fb25371311,2023-12-15,2025-03-20,Nigeria,Pro,151.46,3,0,synthetic_saas
ebf0939f-0d7c-4765-aeb2-d1bd9e691562,2024-01-10,2024-09-12,United Arab Emirates,Pro,83.69,6,0,synthetic_saas
243c0ac2-3c10-42ef-a52a-b6a5d409265e,2024-02-15,2025-03-31,El Salvador,Basic,27.77,9,0,synthetic_saas
2116a104-1011-49cd-83f7-331f45f5571b,2023-12-14,2024-04-09,Saint Helena,Free,26.63,1,1,synthetic_saas
9c50d07e-e16c-4f07-b4d6-764f46451f97,2024-02-24,2025-04-04,Denmark,Free,197.92,10,0,synthetic_saas
ddff49c3-5684-4455-a590-d1c180215c1d,2024-01-03,2025-01-11,Sri Lanka,Basic,105.42,5,0,synthetic_saas
8410d93e-be90-4771-b580-90055127b591,2023-11-29,2024-11-05,Benin,Free,15.08,1,0,synthetic_saas
ceb1aa7e-3531-49d3-83d9-017a30bc4f0a,2023-08-11,2024-09-18,Jordan,Basic,16.76,10,0,synthetic_saas
b929e8c3-de57-4ece-b68d-82b50e3018ea,2023-12-06,2024-11-22,Portugal,Pro,189.46,4,0,synthetic_saas
18c8754d-9fe0-4a69-8f0b-4f0c3fc9dc80,2023-10-15,2024-05-05,United States Virgin Islands,Pro,45.29,3,1,synthetic_saas
e1232893-0450-4680-a36b-c450161ebd29,2024-03-21,2024-07-27,Zambia,Pro,192.79,9,0,synthetic_saas
67125dc1-6898-4195-bf6c-a034c6070443,2023-06-01,2024-04-18,Peru,Pro,28.24,7,0,synthetic_saas
